tweet_id,text,source,created_at,possibly_sensitive,author_id,places_type,places_normalized_text,hashtags,lang
1464452901506531329,@GeorgeFareed2 Anyone that thinks they developed a complex vaccine and distributed it globally but cannot find in almost 2 years any other drugs or useful therapies is completely delusional or an outright fool. @cbcnews,Twitter for Android,2021-11-27T04:35:54.000Z,False,1165415784,,,,en
1464450496391958532,"@JustinTrudeau you are now instilling in our minds that you have no confidence in the vaccine , by not fully opening parliament,in the meanwhile all others have no choice zooming would not work for manufacturing or the armed forces etc . It is high time you set a proper example",Twitter for iPhone,2021-11-27T04:26:21.000Z,False,1169952963219079168,,,,en
1464441720763043844,"@usykM @FreeRadical20 @CBCNews These jabs have a risk of death, not just severe complications.  Vitamin D, C, ivermectin, etc.. there are other ways to combat this virus.  Vaccine is experimental. Studies end 2023-24.",Twitter Web App,2021-11-27T03:51:28.000Z,False,234182560,,,,en
1464439233767088128,"@TIME @JustinTrudeau 
WHO IS CANADIAN INTERNATIONAL LEADER THAT WORKS WITH AFRICA AND WHAT IS THEIR JOB?

THIS YOUNG WOMAN IS A LEADER FROM AFRICA SHE CAN EDUCATE CANADIAN INTERNATIONAL LEADERS ABOUT AFRICA &amp; WHY THEY ALSO NEED ACCESS TO VACCINE IN AFRICA MINES THAT ARE IN EMERGENCY",Twitter Web App,2021-11-27T03:41:35.000Z,False,1116698576,Place Place Place Place,AFRICA AFRICA AFRICA AFRICA,,en
1464435452497199104,@CascadeTessa @brianlilley @StefanM411 @JustinTrudeau You really need to see this you will learn a ton here! https://t.co/yZXjUEw3c6,Twitter Web App,2021-11-27T03:26:34.000Z,False,1456081578249973763,,,,en
1464435160070250501,"@CMOH_Alberta @CPHO_Canada @JustinTrudeau @jkenney as the vaccinated succumb to the variants due to vaccine ADE, the hospitals and morgues will be overwhelmed https://t.co/uDlYL0M8fB",Twitter Web App,2021-11-27T03:25:24.000Z,False,1224034992969273345,,,,en
1464434652328849408,"@PnPCBC @Dave_Khan @PeterASinger @JustinTrudeau 
#INTERNATIONAL_HEALTH_LEADERS

W.H.O. SUGGESTS VACCINE FOR MINES INDUSTRY WHICH ARE WORKING PEOPLE
THOSE WHO ARE HAVING MASSIVE OUT BREAKS WITHIN MINING INDUSTRY NEED EMERGENCY ACCESS TO VACCINE TO LIMIT MORE MUTATIONS B/C FOREIGN MINES ARE PLACES OF OUT BREAKS",Twitter Web App,2021-11-27T03:23:23.000Z,False,1116698576,,,INTERNATIONAL_HEALTH_LEADERS,en
1464434376423268358,"@JustinTrudeau You bungled the COVID response from the get go. No masks, masks, closing the border is racist, close (kinda) the border, botch vaccine supply… need we say more?",Twitter for iPhone,2021-11-27T03:22:17.000Z,False,879219181,,,,en
1464433225145540609,"@DivineLogos @marckovvvvv @JustinTrudeau Sad when his own security is against his tyranny.

https://t.co/MG94xn3Ymd",Twitter for iPhone,2021-11-27T03:17:43.000Z,False,1341222905477099520,,,,en
1464430410973298692,"@CBCNews I am 100% certain CBC handpicked the photo with a spelling error to make anyone opposed to vaccine mandates look dumb.

CBC thinks they're real smooth, huh.",Twitter for Android,2021-11-27T03:06:32.000Z,False,1436870212226330625,,,,en
1464428248901820416,"@AlikaMD @DavidLametti @JustinTrudeau Is that a two way street?  Corrupt CMA docs advocating for vaccine mandates, suppressing effective therapeutics in favor of leaky vaccines, etc...
Where's your integrity?!?!?!",Twitter Web App,2021-11-27T02:57:56.000Z,False,1087694785912147968,,,,en
1464427300083089412,@Logetastic @CBCNews Even if the vaccine was given away for free by the pharmaceutical industry the sheer logistics is incomprehensible. We will not beat this. We couldn’t beat the flu or the common cold. This has to run its course. We have to continue with vaccines but we have to live our lives.,Twitter for iPhone,2021-11-27T02:54:10.000Z,False,1560562622,,,,en
1464426379068461057,"@l_stone @fordnation @JustinTrudeau HEART ATTACK WARNING
'They aren't going to publish their findings, they are concerned about losing research money' 
Dr Aseem Malhotra reveals a cardiology researcher found similar results to a new report showing an increase in risk of heart attack following the mRNA COVID vaccine",Twitter Web App,2021-11-27T02:50:31.000Z,False,876001129,Person,Dr Aseem Malhotra,,en
1464422808931516419,"@JustinTrudeau @MayorHenryBraun Oh fuck off.

You've left millions of Canadians behind imposing these inhumane vaccine passports. It's disgusting

Shame on you",Twitter for Android,2021-11-27T02:36:19.000Z,False,1328010304161083393,,,,en
1464421923211956228,@raghu_venugopal @HopeAldridge @SeamusORegan @DavidLametti @JustinTrudeau @theJagmeetSingh @DorisGrinspun @NurseWithSign @vikkyleung Good!  Let’s make sure it is enforced.  Do prisoners get the option to refuse the vaccine?,Twitter for iPhone,2021-11-27T02:32:48.000Z,False,746493457,,,,en
1464421483220910085,@JustinTrudeau @MayorHenryBraun Did you fire the ones who weren't vaccinated? Do you care that the workers who weren't vaccinated couldn't go to a restaurant to buy a nice meal after a hard days work? You're the white supremacist you warn us about. https://t.co/OxF4ggWBx6 https://t.co/ygauT4R09o,Twitter Web App,2021-11-27T02:31:03.000Z,True,1017170396,,,,en
1464418994539040768,"@SpeckofEnergy @JustinAbbinante @JustinTrudeau This is not true. #Vaccigen is in charge of the application for #Covaxin on behalf of #bharatbiotech . It has been under review since June of 2021. Why it has not been approved yet, I have no idea, as this is what Canadians have been waiting for. It is a superior vaccine.",Twitter Web App,2021-11-27T02:21:10.000Z,False,1356319318787710978,,,Vaccigen Covaxin bharatbiotech,en
1464418664409612298,"@l_stone @fordnation @JustinTrudeau So another empty “request” from Ford, meanwhile he does not release boosters, set vaccine mandates,  to protect Ontario.#VoteFordOut2022",Twitter for iPhone,2021-11-27T02:19:51.000Z,False,487977723,Person Place,Ford Ontario,VoteFordOut2022,en
1464416433379721218,@JustinTrudeau You've convinced a nation they need to be vaccinated from a virus with over a 99% survival rate ffs. With a vaccine that doesn't prevent the spread even!!! I'd laugh but it's not a joke... Unbelievable,Twitter for Android,2021-11-27T02:10:59.000Z,False,1354969600459493379,,,,en
1464415367552327681,@USBornNRaised @lincolnmjay @LC23RN @JustinTrudeau The vaccine doesn't work at all unless you count selling anti clotting drugs as working.,Twitter for Android,2021-11-27T02:06:45.000Z,False,1389710546975567872,,,,en
1464415305761972235,"@coolehdude @CBCNews Same way they got infected.
Through connecting them with distribution centers.

The problem is the CEOs of the pharmaceutical industries don't want to release their patients (that were funded from public taxes). If thier patients were released, any company could make the vaccine.",Twitter Web App,2021-11-27T02:06:31.000Z,False,913926020,,,,en
1464412491165974528,"@upwardsand1 @mschoffrocook @Roman_Baber @Milhouse_Van_Ho @JustinTrudeau @fordnation @mounties4free The chance of death from the Covid vaccine is less than that of being struck by lightening.

Spread your fear monger, anti-vax BS on someone else's twitter feed, not mine.",Twitter Web App,2021-11-27T01:55:20.000Z,False,2939633087,Product,twitter,,en
1464411599083642881,@PubertSchlarff @bellako2018 @mschoffrocook @Roman_Baber @Milhouse_Van_Ho @JustinTrudeau @fordnation @mounties4free 2 yrs 48 million people contracted the most deadly virus known to man. So we decide to mandate a vaccine in its trial phase to 350 million plus people. Does this even make sense anymore. Based off the numbers you have a better chance of getting an AE then contracting covid.,Twitter for iPhone,2021-11-27T01:51:47.000Z,False,1451707851240611845,,,,en
1464411339372253188,@soosuspicious @FrontBurnerCBC @CBCNews @DrFatimaKakkar Also inject them with the precious vaccine even though they don't need it!,Twitter Web App,2021-11-27T01:50:45.000Z,False,1349020003853619200,,,,en
1464410436456099841,"@PubertSchlarff @bellako2018 @mschoffrocook @Roman_Baber @Milhouse_Van_Ho @JustinTrudeau @fordnation @mounties4free In America the leading cause Of death is heart disease and cancer. Out of the 700,000 I’m sure a large portion of those were not entirely due to covid. 48 million people have had covid in the US. The odds of survival without a vaccine is high if you are healthy.",Twitter for iPhone,2021-11-27T01:47:10.000Z,False,1451707851240611845,Place Place,America US,,en
1464409396851576843,"@brianlilley @JustinTrudeau Not picking sides in this, but the whole issue seems absolutely ludicrous. Put proof of vaccine protocol in place for MP’s and if they choose not to attend… they don’t get paid or loose their jobs!! (Just like the terms they have imposed on most Canadians 😬)",Twitter for iPhone,2021-11-27T01:43:02.000Z,False,386562246,,,,en
1464408456732028932,"@thevivafrei @MaximeBernier @JustinTrudeau @MarcGarneau Now that all the PPC voters have been fired due to vaccine mandates, we should assemble in a few small ridings and take over the local politics.",Twitter Web App,2021-11-27T01:39:18.000Z,False,1317549013,,,,en
1464406509119442952,"@brianlilley @justsomecanuk @JustinTrudeau Well, we can fly internationally without vaccine, but within Canada need vax",Twitter for Android,2021-11-27T01:31:33.000Z,False,476433648,Place,Canada,,en
1464405236085235716,@KGeorgieva Rich and self proclaimed advanced countries have to be blamed for this as they hoarded vaccines almost 3x and 4x of their population. This ensured vaccine imbalance. @JoeBiden @JustinTrudeau @BorisJohnson all should hang their heads down in shame!,Twitter for iPhone,2021-11-27T01:26:30.000Z,False,1312631114750517248,,,,en
1464404151266283522,"@Vicctterr @Sweater34683509 @JustinTrudeau Vaccine mandate?  
Has the same amount of meaning to me as don't step on the cracks of a sidewalk.",Twitter for Android,2021-11-27T01:22:11.000Z,False,1256824845456650240,,,,en
1464397432171773955,@fordnation @JustinTrudeau So it is confirmed that all 4 cases of the new variant in Botswana were in fully vaccinated people. So blows a whole in the unvaccinated driving variants and further demonstrates that vaccine passports and mandates are meaningless https://t.co/h2mK3yX1Cw,Twitter for iPhone,2021-11-27T00:55:29.000Z,False,1911858061,Place,Botswana,,en
